Filename,Extracted Values
X8Y4UMQ0,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UN56,{}
X8Y4UNU2,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4UNWI,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4UOIX,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y4UOLU,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UPU8,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UQ41,"{""Fixed Assets"": ""779"", ""Current Assets"": ""13571"", ""Creditors: amounts falling due within one year"": ""-13954"", ""Net current assets (liabilities)"": ""-383"", ""Total assets less current liabilities"": ""396"", ""Provisions for liabilities"": ""-148"", ""Total net assets (liabilities)"": ""248"", ""Capital and reserves"": ""248""}"
X8Y4URUI,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""5"", ""Net assets"": ""5"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""5"", ""Total Shareholder funds"": ""5""}"
X8Y4URYJ,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4USA0,"{""Called up share capital not paid"": ""1000"", ""Net assets"": ""1000"", ""Tssued share capital"": ""1000"", ""Ordinary Shares 1 of &#194;&#163; each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4UT0O,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""10885"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""-9334"", ""Net current assets (liabilities)"": ""1551"", ""Total assets less current liabilities"": ""1551"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""1551"", ""Capital and reserves"": ""1551""}"
X8Y4UT4O,"{""Fixed Assets"": ""423"", ""Current Assets"": ""20131"", ""Creditors: amounts falling due within one year"": ""-19579"", ""Net current assets (liabilities)"": ""552"", ""Total assets less current liabilities"": ""975"", ""Total net assets (liabilities)"": ""975"", ""Capital and reserves"": ""975""}"
X8Y4UT6H,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4UU5U,{}
X8Y4UUKG,"{""Called up share capital not paid"": ""000"", ""Cash at bank and in hand"": ""10000"", ""Net assets"": ""10000"", ""Issued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;100 each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4UVSY,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UWY8,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UX4H,"{""Creditors: amounts falling due within one year"": ""-3739"", ""Net current assets (liabilities)"": ""-3739"", ""Total assets less current liabilities"": ""-3739"", ""Total net assets (liabilities)"": ""-3739"", ""Capital and reserves"": ""-3739""}"
X8Y4UX4P,"{""Current Assets"": ""2252"", ""Creditors: amounts falling due within one year"": ""-2250"", ""Net current assets (liabilities)"": ""2"", ""Total assets less current liabilities"": ""2"", ""Total net assets (liabilities)"": ""2"", ""Capital and reserves"": ""2""}"
X8Y4UZY3,{}
X8Y4V0F5,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V15T,"{""Fixed Assets"": ""3300"", ""Current Assets"": ""1"", ""Creditors: amounts falling due within one year"": ""-3361"", ""Net current assets (liabilities)"": ""1"", ""Total assets less current liabilities"": ""1"", ""Total net assets (liabilities)"": ""1"", ""Capital and reserves"": ""1""}"
X8Y4V20P,"{""Current Assets"": ""23186"", ""Creditors: amounts falling due within one year"": ""-7558"", ""Net current assets (liabilities)"": ""15628"", ""Total assets less current liabilities"": ""15628"", ""Total net assets (liabilities)"": ""15628"", ""Capital and reserves"": ""15628""}"
X8Y4V357,"{""Called up share capital not paid"": ""nan"", ""Current Assets"": ""21309"", ""Creditors: amounts falling due within one year"": ""-8355"", ""Net current assets (liabilities)"": ""12954"", ""Total assets less current liabilities"": ""12954"", ""Total net assets (liabilities)"": ""12954"", ""Capital and reserves"": ""12954""}"
X8Y4V3VF,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V4OJ,{}
X8Y4V4PZ,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163; 001 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4V5QG,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4V6A3,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V6N5,"{""Fixed Assets"": ""12000"", ""Current Assets"": ""12901"", ""Creditors: amounts falling due within one year"": ""-24646"", ""Net current assets (liabilities)"": ""-11745"", ""Total assets less current liabilities"": ""255"", ""Total net assets (liabilities)"": ""255"", ""Capital and reserves"": ""255""}"
X8Y4V6QP,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V8QX,"{""Called up share capital not paid"": ""1"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""2"", ""Issued share capital ordinary"": ""nan"", ""Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4V99N,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4VBTE,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VCSX,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VEBL,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4VEGH,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VEGP,"{""Fixed Assets"": ""10824"", ""Current Assets"": ""4825"", ""Creditors: amounts falling due within one year"": ""-5141"", ""Net current assets (liabilities)"": ""-316"", ""Total assets less current liabilities"": ""10508"", ""Creditors: amounts falling due after more than one year"": ""-8486"", ""Total net assets (liabilities)"": ""2022"", ""Capital and reserves"": ""2022""}"
X8Y4VFQQ,"{""Fixed Assets"": ""6000"", ""Current Assets"": ""4000"", ""Creditors: amounts falling due within one year"": ""-2000"", ""Net current assets (liabilities)"": ""2000"", ""Total assets less current liabilities"": ""8000"", ""Creditors: amounts falling due after more than one year"": ""-7000"", ""Total net assets (liabilities)"": ""1000"", ""Capital and reserves"": ""1000""}"
X8Y4VG20,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4VGOP,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""100"", ""Issued share capital"": ""100"", ""ORDINARY SHARES of &#194;&#163;1 each"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES consideration"": ""1"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4VH6B,"{""Current Assets"": ""1132"", ""Net current assets (liabilities)"": ""1132"", ""Total assets less current liabilities"": ""1132"", ""Creditors: amounts falling due after more than one year"": ""-5000"", ""Total net assets (liabilities)"": ""-3868"", ""Capital and reserves"": ""-3868""}"
X8Y4VHCY,"{""Fixed Assets"": ""1065"", ""Current Assets"": ""917"", ""Creditors: amounts falling due within one year"": ""-1284"", ""Net current assets (liabilities)"": ""-1284"", ""Total assets less current liabilities"": ""-219"", ""Total net assets (liabilities)"": ""219"", ""Capital and reserves"": ""-219""}"
X8Y4VHOG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VIGO,"{""Fixed Assets"": ""3122"", ""Current Assets"": ""1172"", ""Creditors: amounts falling due within one year"": ""-2850"", ""Net current assets (liabilities)"": ""-1678"", ""Total assets less current liabilities"": ""1444"", ""Accruals and deferred income"": ""-1049"", ""Total net assets (liabilities)"": ""395"", ""Capital and reserves"": ""395""}"
X8Y4VIS3,"{""Called up share capital not paid"": ""1000"", ""Net assets"": ""1000"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4VJ5T,"{""Called up share capital not paid"": ""6"", ""Net assets"": ""6"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""6"", ""Total Shareholder funds"": ""6""}"
X8Y4VJF3,{}
X8Y4VL1F,{}
X8Y4VLLC,{}
X8Y4VMKJ,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Creditors: amounts falling due within one year"": ""-6000"", ""Net current assets (liabilities)"": ""-6000"", ""Total assets less current liabilities"": ""-6000"", ""Total net assets (liabilities)"": ""-6000"", ""Capital and reserves"": ""-6000""}"
X8Y4VNMA,"{""Fixed Assets"": ""723"", ""Current Assets"": ""26586"", ""Creditors: amounts falling due within one year"": ""-27194"", ""Net current assets (liabilities)"": ""-608"", ""Total assets less current liabilities"": ""115"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""0"", ""Total net assets (liabilities)"": ""115"", ""Capital and reserves"": ""115""}"
X8Y4VOB7,"{""Called up share capital not paid"": ""50000"", ""Net assets"": ""50000"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""50000"", ""Total Shareholder funds"": ""50000""}"
X8Y4VOCB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""ORDINARY Share of &#194;&#163;  each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VOS8,"{""Current Assets"": ""1"", ""Net current assets (liabilities)"": ""1"", ""Total assets less current liabilities"": ""1"", ""Total net assets (liabilities)"": ""1"", ""Capital and reserves"": ""1""}"
X8Y4VPEP,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4VQ55,"{""Fixed Assets"": ""456450"", ""Creditors: amounts falling due within one year"": ""-56001"", ""Net current assets (liabilities)"": ""-56001"", ""Total assets less current liabilities"": ""400449"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-343917"", ""Total net assets (liabilities)"": ""56532"", ""Capital and reserves"": ""56532""}"
X8Y4VR7S,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VRIA,{}
X8Y4VS77,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Authorised share capital"": ""0"", ""Issued share capital"": ""2"", ""Ordinary of &#194;&#163;1 each"": ""1"", ""Total shareholder funds"": ""1"", ""NOTES consideration"": ""1"", ""received by the company 1 was"": ""&#194;&#163;""}"
X8Y4VSM1,"{""Fixed Assets"": ""1438"", ""Current Assets"": ""28837"", ""Creditors: amounts falling due within one year"": ""-15653"", ""Net current assets (liabilities)"": ""13184"", ""Total assets less current liabilities"": ""13184"", ""Total net assets (liabilities)"": ""13184"", ""Capital and reserves"": ""13184""}"
X8Y4VSM9,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4VTL4,"{""Current Assets"": ""11352"", ""Creditors: amounts falling due within one year"": ""-11349"", ""Net current assets (liabilities)"": ""3"", ""Total assets less current liabilities"": ""3"", ""Total net assets (liabilities)"": ""3"", ""Reserves"": ""3""}"
X8Y4VTZ6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""4"", ""Net assets"": ""4"", ""Issued share capital ordinary"": ""nan"", ""Shares 1 of &#194;&#163; each"": ""4"", ""Total Shareholder funds"": ""4""}"
X8Y4W2I3,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4W2YH,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1000"", ""Ordinary Shares of &#194;&#163; 0001 each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W2YW,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4W3ZF,{}
X8Y4W423,"{""Fixed Assets"": ""290"", ""Current Assets"": ""2218"", ""Creditors: amounts falling due within one year"": ""-4928"", ""Net current assets (liabilities)"": ""-2710"", ""Total assets less current liabilities"": ""-2420"", ""Accruals and deferred income"": ""-780"", ""Total net assets (liabilities)"": ""-3200"", ""Reserves"": ""-3200""}"
X8Y4W4EP,"{""Fixed Assets"": ""47825"", ""Current Assets"": ""4915"", ""Net current assets (liabilities)"": ""4915"", ""Total assets less current liabilities"": ""52740"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-67750"", ""Total net assets (liabilities)"": ""-15010"", ""Capital and reserves"": ""-15010""}"
X8Y4W6ER,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W7RS,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W7ZV,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W876,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4W8G9,"{""Called up share capital not paid"": ""16"", ""Net assets"": ""16"", ""Tssued share capital"": ""16"", ""Ordinary Shares of &#194;&#163;  each"": ""16"", ""Total Shareholder funds"": ""16""}"
X8Y4W91U,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4WAVC,"{""Current Assets"": ""4387"", ""Creditors: amounts falling due within one year"": ""-350"", ""Net current assets (liabilities)"": ""4037"", ""Total assets less current liabilities"": ""4037"", ""Creditors: amounts falling due after more than one year"": ""-35600"", ""Total net assets (liabilities)"": ""-31563"", ""Capital and reserves"": ""-31563""}"
X8Y4WB00,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4WDTE,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4WDW9,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""8225"", ""Creditors: amounts falling due within one year"": ""-8142"", ""Net current assets (liabilities)"": ""83"", ""Total assets less current liabilities"": ""1529"", ""Accruals and deferred income"": ""-720"", ""Total net assets (liabilities)"": ""809"", ""Capital and reserves"": ""809""}"
X8Y4WFEP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4WFMO,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""ORDINARY Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4WHBC,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""nan"", ""Ordinary of &#194;&#163;1 each"": ""100"", ""Issued share capital"": ""nan"", ""Total shareholder funds"": ""100"", ""NOTES"": ""nan"", ""During the year the company allotted O ordinary shares with an aggregate nominal value of &#194;&#163; 0 the consideration"": ""nan"", ""received by the company 0 was"": ""nan""}"
X8Y4WHHN,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""nan"", ""Total Shareholder funds"": ""1""}"
X8Y4WJGP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4WJNS,{}
X8Y4SMXM,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SNUY,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SNXT,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""23293"", ""Creditors: amounts falling due within one year"": ""-23726"", ""Net current assets (liabilities)"": ""-433"", ""Total assets less current liabilities"": ""59"", ""Total net assets (liabilities)"": ""59"", ""Capital and reserves"": ""59""}"
X8Y4SOZS,"{""Current Assets"": ""100"", ""Net current assets (liabilities)"": ""100"", ""Total assets less current liabilities"": ""100"", ""Total net assets (liabilities)"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4SP1S,{}
X8Y4SP8R,"{""Current Assets"": ""34045"", ""Creditors: amounts falling due within one year"": ""-32070"", ""Net current assets (liabilities)"": ""1975"", ""Total assets less current liabilities"": ""1975"", ""Total net assets (liabilities)"": ""1975"", ""Capital and reserves"": ""1975""}"
X8Y4SP28,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SPSO,"{""Current Assets"": ""38412"", ""Creditors: amounts falling due within one year"": ""-27115"", ""Net current assets (liabilities)"": ""11297"", ""Total assets less current liabilities"": ""11297"", ""Accruals and deferred income"": ""-1496"", ""Total net assets (liabilities)"": ""9801"", ""Reserves"": ""9801""}"
X8Y4SR0I,"{""Current Assets"": ""1211"", ""Creditors: amounts falling due within one year"": ""-9823"", ""Net current assets (liabilities)"": ""-8612"", ""Total assets less current liabilities"": ""-8612"", ""Total net assets (liabilities)"": ""-8612"", ""Capital and reserves"": ""-8612""}"
X8Y4SRG8,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""96"", ""Net assets"": ""96"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""96"", ""Total Shareholder funds"": ""96""}"
X8Y4STP4,{}
X8Y4STUZ,{}
X8Y4SWO1,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SWQ1,"{""Called up share capital not paid "": ""100"", ""Net assets "": ""100"", ""Tssued share capital 1 "": ""100"", ""Shares 1 of &#194;&#163; each "": ""100"", ""Total Shareholder funds "": ""100""}"
X8Y4SWQH,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4SXX7,"{""Current Assets"": ""8278"", ""Prepayments and accrued income"": ""1"", ""Creditors: amounts falling due within one year"": ""-8212"", ""Net current assets (liabilities)"": ""67"", ""Total assets less current liabilities"": ""67"", ""Total net assets (liabilities)"": ""67"", ""Capital and reserves"": ""67""}"
X8Y4SXZU,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4SYH4,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SZ5L,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SZOY,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4T0LT,"{""Current Assets"": ""958"", ""Creditors: amounts falling due within one year"": ""-77"", ""Net current assets (liabilities)"": ""881"", ""Total assets less current liabilities"": ""881"", ""Total net assets (liabilities)"": ""881"", ""Capital and reserves"": ""881""}"
X8Y4T1Q0,"{""Called up share capital not paid "": ""1000"", ""Net assets "": ""1000"", ""Tssued share capital "": ""1000"", ""A Ordinary Shares 1 of &#194;&#163; each "": ""1000"", ""Total Shareholder funds "": ""1000""}"
X8Y4T2MJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T2OB,{}
X8Y4T3KA,"{""Fixed Assets"": ""5316"", ""Current Assets"": ""10492"", ""Net current assets (liabilities)"": ""10492"", ""Total assets less current liabilities"": ""15808"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-11397"", ""Provisions for liabilities"": ""-4761"", ""Accruals and deferred income"": ""-900"", ""Total net assets (liabilities)"": ""-1250"", ""Capital and reserves"": ""-1250""}"
X8Y4T6GG,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T6RU,"{""Fixed Assets"": ""263203"", ""Current Assets"": ""193856"", ""Creditors: amounts falling due within one year"": ""-229903"", ""Net current assets (liabilities)"": ""-36047"", ""Total assets less current liabilities"": ""227156"", ""Total net assets (liabilities)"": ""227156"", ""Capital and reserves"": ""227156""}"
X8Y4T6W9,"{""Fixed Assets"": ""3469"", ""Current Assets"": ""66438"", ""Creditors: amounts falling due within one year"": ""-68713"", ""Net current assets (liabilities)"": ""-2275"", ""Total assets less current liabilities"": ""1194"", ""Total net assets (liabilities)"": ""1194"", ""Capital and reserves"": ""1194""}"
X8Y4T8NS,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4T8P4,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T8PC,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital ordinary"": ""nan"", ""Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4T9BL,"{""Fixed Assets"": ""32867"", ""Current Assets"": ""127478"", ""Creditors: amounts falling due within one year"": ""-99872"", ""Net current assets (liabilities)"": ""27606"", ""Total assets less current liabilities"": ""60473"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""0"", ""Total net assets (liabilities)"": ""60473"", ""Capital and reserves"": ""60473""}"
X8Y4T68H,"{""Called up share capital not paid"": ""000"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;100 each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4T78O,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4T788,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
